account,tweets,following,followers,month,likes,lists,moments,dept
https://twitter.com/getyourbikeback,62,4,1138,Nov-16,0,0,0,SPD
https://twitter.com/getyourcarback,19436,6,2147,Nov-16,7,0,0,SPD
https://twitter.com/seattlepd,19649,2005,279087,Nov-16,2953,0,0,SPD
https://twitter.com/splbuzz,20132,1122,16606,Nov-16,9845,2,0,SPL
https://twitter.com/seattlegreenbiz,1654,506,356,Nov-16,1,0,0,SPU
https://twitter.com/seattlespu,3099,583,3655,Nov-16,420,9,0,SPU
https://twitter.com/spu_cz,243,26,147,Nov-16,370,1,0,SPU
https://twitter.com/seattlearts,179,11,33,Nov-16,590,1,0,ARTS
https://twitter.com/seattlearts,6119,1352,82652,Dec-16,3679,2,0,ARTS
https://twitter.com/seattlecenter,22139,5049,28922,Dec-16,15593,6,0,CEN
https://twitter.com/seacpc,124,107,195,Dec-16,6,0,0,CPC
https://twitter.com/seattledci,3504,732,4629,Dec-16,535,17,0,DCI
https://twitter.com/seattledpd,8,40,30,Dec-16,0,0,0,DCI
https://twitter.com/seaeec,46,36,90,Dec-16,0,0,0,DOE
https://twitter.com/seattleprek,259,162,314,Dec-16,13,0,0,DOE
https://twitter.com/seaneighborhood,2495,1307,8177,Dec-16,669,4,0,DON
https://twitter.com/sdotbridges,55852,14,916,Dec-16,6,0,0,DOT
https://twitter.com/seattledot,61151,201,124792,Dec-16,1175,0,0,DOT
https://twitter.com/waterfrontsea,2666,387,4316,Dec-16,436,4,0,DOT
https://twitter.com/seattlefm,2683,921,9371,Dec-16,191,1,0,FAM
https://twitter.com/seattleanimal,1988,212,1632,Dec-16,125,0,0,FAS
